8.2910756492594381E17	1.38357691644274278E18	-5.8092415103690342E17	1.78106163987795149E18	-2.12519118718579507E18	-1.7465457708588073E18	2.9026691220452147E17	-6.2791287996153856E17	-7.4659766975699354E17	-2.16856145770315776E17	-9.3686520200613069E17	1.09175237421878477E18	-2.65795373962887168E17	-6.1057852939383603E17	1.29300931902911283E18	1.27900016650171187E18	1.57941835416941363E18	-9.026364429607895E17	2.12588357027364864E17	-8.9173244870918144E17	-3.0003194984870707E17	3.4515542601629696E17	-5.1467647951935898E17	5.6181968982769664E17	-1.00808180708776346E18	-1.48565341130194944E17	1.32201850739884032E17	-1.27278586422047539E18	-2.26833633112804557E18	-4.7505660880460186E17	-1.84733580275377766E18	-3.1627122119488307E17	2.7667670796704154E18	-2.3511887928885248E18	9.3874880286346445E17	-2.10260416033456128E17	5.0884515088197222E17	-2.5958961007663514E18	-1.59543906321983078E18	-2.4543411255157719E18	-5.3615433965633536E17	-8.7620308391742669E17	-1.60943062356118733E18	-2.3825713286464143E18	-1.06495061006064026E18	2.35079417129336832E17	-4.0375939577675776E17	-8.0165578323735347E17	-3.0212905524831191E18	3.2785983323347354E17
1.88772278898733875E18	-6.4663151566861107E17	3.931426695537492E18	-2.677055726936916E18	-2.597345806847574E18	-1.80066916201660416E17	-2.9785332940579799E18	1.35466347148397773E18	-1.03468545299447808E18	1.77802258973877862E18	4.8157176495498854E17	-7.6110215227270758E17	6.6558503454716723E17	9.8013758162888294E17	2.491748710115967E18	-2.9477332245849047E18	6.1969567981135462E17	-1.96297363967023514E18	3.0831457094074368E17	-1.47967619121545216E17	-2.04139053408531251E18	1.16155486990814413E18	2.8189031722804838E18	2.4395345521803264E18	-5.72295802257408E16	1.4532544801233961E18	5.8730516676870144E17	-2.3475076279587308E18	-1.09528400556720128E18	2.5042562046377329E18	2.9520949872122921E18	2.06727111365781094E18	2.565037757177004E18	1.54710339819143168E17	5.1061708258960998E17	-2.3534933692603433E18	2.5934221996038554E18	-2.3794198534433014E18	-8.5564427806231757E17	-1.1564310082837545E18	1.71038001592270848E17	-6.6824853274597786E17	-6.1415475968265421E17	-9.0593607735574528E17	3.113973885146497E18	2.9464451467129651E18	-1.34723805714474598E18	-3.2698917807907144E18	-3.2004889575780516E18	-3.3303852612835082E18
4.5157692969446277E18	1.00237314271635046E18	-3.572357533987242E18	1.3857945489325949E19	-1.75687238406687949E18	-4.5754727783328645E18	9.252046200595546E18	-6.1164484951434854E18	-4.2210357905509581E17	-7.1811391394236334E18	-2.15807757997257523E18	-3.3804041755348173E17	3.3677340220116173E18	5.0093128537404867E18	-1.74666204421344461E18	1.36944832946477466E18	1.1333729575231291E19	-8.3978317686856745E18	1.93636078535363789E18	-2.79370511455092736E17	1.77003546239670682E18	-1.43596452233766502E18	-1.01671187385417728E18	1.90653557037753958E18	4.5130942538737254E17	-1.73076557997696614E18	-4.4724259988218839E18	-7.5866483735962583E18	-3.9100616040618394E17	-3.4731986275920773E18	1.52127343051354931E18	2.7068420466891817E18	4.1024276916915405E18	-4.5554836569398968E18	3.8237229345270661E18	-5.2105234816234947E18	6.5430447130694124E18	-1.1480338455678943E19	-8.2876266187220582E18	-2.5122458058809672E18	-4.8290193350642893E18	-1.0734781611116593E19	4.5157429086655611E18	-5.8855098216244838E18	-2.8353191557610865E18	4.0305899999791677E18	1.28646172728570675E18	3.3432058417412833E18	-3.1782689270923264E18	1.9927195523701801E18
-2.57555118428258304E17	1.98053943743558451E18	1.12538196814646477E18	1.61630779391501926E18	-5.622451114923262E18	2.45406305215315968E17	2.8863760777084928E18	-5.4106970638830797E17	-2.15937912686195507E18	1.32698450320529818E18	-4.2278904896358973E18	1.2986410175865815E18	-3.0871677916613181E18	-6.9639278685774152E18	5.8168185198739456E17	5.721932178225365E18	2.3667518302238802E18	1.5152516802061271E18	-4.7319995285409628E18	2.3861032348727378E18	-3.0418607657713664E18	-1.08190521679989965E18	-1.72764269207617536E18	-2.07843747887159706E18	-7.2001744344795054E18	-1.94179457181810688E18	2.25371749940304282E18	-5.2730924964721459E17	1.10763708742474138E18	-1.76272838299641446E18	-9.0752199918375404E18	1.26875189349711872E18	3.7298339873638318E18	-5.5402499763632865E18	4.7628424789675213E18	3.1207819924262093E17	-3.4641479976280392E18	1.51705254281347072E18	-3.688645732031529E18	-6.039406265141035E18	1.54893133627260928E17	-2.84308665565551E18	-3.5293006586435338E18	-7.4291268402429297E18	-4.415211811758932E18	-1.95405660036897178E18	-2.5198233651416924E18	4.3018257746561597E18	-6.6267483342687437E18	-1.2721933648920576E18
2.2732668161449001E18	4.472725065984639E18	1.10103781863482982E18	7.5239058420688486E18	-7.1200772114192794E18	3.6639005356536627E17	3.8942285679023882E18	4.7597863863981179E18	-6.2456510070118154E18	-1.50094346051597107E18	-1.36252058157606502E18	5.6005057561860506E17	-4.9410815601672192E18	-3.9787766140318515E18	3.3499642648393155E18	5.8931013996584632E18	6.0268311506541609E18	-3.3895175463811154E18	-2.4350644876576031E18	-2.4886785987733094E18	1.61026102971806515E18	-3.2051173517751747E18	-1.06854285198753792E18	1.16757153497428787E18	-2.9827812572318925E18	1.79232723601614438E18	8.7394798556885811E17	-6.2833488626817434E18	6.6538004434806374E17	7.9340324753223188E18	-5.9273077561543885E17	7.0169581390187725E17	6.2930146694015222E18	-7.9060345112326308E18	3.3889496486253691E18	2.21762166653452288E17	-1.13079046584349491E18	-8.9774591144770929E18	-8.1197432877885686E18	-9.541983018793566E18	2.5560019706199409E18	1.97392037743637299E18	-5.2568360108970476E18	-4.0319176602697073E18	-2.05362397533385523E18	1.0212615155309609E18	1.28111232833866957E18	-5.3030067031706173E18	-4.9515005323520246E18	-4.6082514189801226E18
1.7008846848E10	1.1746250752E10	9.4434144E8	7.90358272E9	-7.725705216E9	1.1116265472E10	-6.598400512E9	2.745940992E9	-1.52605696E10	2.766733312E9	-1.657670528E9	1.2572137472E10	-5.075168256E9	2.070998784E9	7.9537408E9	2.98271616E9	5.672130048E9	-1.5326662656E10	2.929115648E9	4.366367232E9	-4.1484224E9	-3.783987456E9	-2.054860672E9	1.246723072E9	-1.3755565056E10	8.3644224E8	-6.194959872E9	-1.4894014464E10	2.08730624E9	4.471540736E9	3.954750464E9	-3.446387712E9	2.135000064E10	-7.97609472E9	4.402190336E9	4.939565568E9	1.1480018944E10	-1.8889510912E10	-1.6517787648E10	1.3403648E10	-4.811096064E9	-8.28236032E9	8.48467968E9	-1.256276992E10	1.1863113728E10	-2.557382656E9	-1.084780032E10	-6.466187264E9	3.47461728E8	8.5880704E9
-9.4734794586534707E17	2.19805582275851059E18	1.09864184535895245E18	3.2594348754547507E18	-8.5331244754602557E18	-1.02836449808534733E18	1.27347979349655552E18	1.64068025585106944E18	-1.79135499285928346E18	1.45752663255311974E18	3.705149057967063E17	2.0273035911102464E18	-3.1936796820672348E18	1.88284123223792026E18	3.2112850622511841E18	3.7281401897012429E18	7.1438618469513298E18	-5.6414391309791396E18	8.9970390801055744E17	3.3233360860794061E17	1.43152222048354304E18	-1.26459134149761434E18	9.2982063100696986E17	-7.4612522335443354E17	-4.6565279508987904E18	1.5546500680473641E18	-1.12618571114636902E18	-6.0534794642207539E18	-3.107475221670527E18	1.93381239227836006E18	1.6313513120062505E18	4.9653950607922299E18	6.0395464528735764E18	-4.5818362018786181E18	1.9750767887908864E18	-9.3943929616570778E17	-4.9048389081366528E17	-5.7886730837871821E18	-9.0142806593796833E18	-4.8451733598995743E18	5.5661062464208896E16	-3.5426745683279872E18	-4.5939401756329902E18	-3.8453970574896005E18	9.3231336130609152E17	1.14162505342359962E18	-2.474245833621504E16	-2.5778773042103583E18	-4.9899394588590735E18	-3.2219872273996186E17
-2.10306901323494195E18	-1.63488156896513229E18	-6.054455830546219E18	-8.9616684782347878E17	4.0674852121608192E18	2.595186366010622E18	-5.4194821617890099E17	7.0125444244669727E18	2.10227736486294323E18	6.2314436675135078E17	-3.255820780734251E18	-4.3762380415644467E17	-5.1657821544660337E18	3.1119639778909225E18	2.613749970578178E18	5.4754277185919386E18	-3.9339294588802171E18	2.401794915068543E18	3.9297882170536755E17	1.76693071643777434E18	3.2589758293501542E18	3.7495812161986888E18	-4.2269270425720586E18	-1.21174441462018867E18	-9.9240914500714496E16	6.1672878512275456E17	-2.9064212741944771E18	-3.8093463389575578E17	-1.50351040784996762E18	8.599147949684949E18	-1.39588490114367488E17	-8.8788415801196544E17	-7.0083041578744545E18	-2.516448139322327E18	-1.81068880532209664E18	4.12502870295629E18	2.6622164431305441E18	-2.1794234987142185E18	1.29956350784228557E18	3.0218892365644431E18	2.281507028729856E16	-1.12967130044537242E18	6.4132321096866202E17	2.44867644160947E18	1.86624053080385126E18	2.8547854593750467E18	3.5567752551984005E18	1.42282370911830016E18	9.7801002662913638E17	2.03566520524079104E17
2.8558261471307366E18	2.3370713384657879E18	-1.0231799021874184E19	-5.8810243639389716E18	6.3454371847906263E18	2.03475401933901005E18	4.5180166987118019E18	5.6365572993518141E18	6.820393222641025E18	9.435611865876005E18	1.01365069604349542E18	-9.305528645193826E18	7.8450676909840794E18	3.009461456635691E18	2.7180765816238899E18	8.5110121971140526E18	6.6228802523622277E18	-5.1781802475808358E18	-1.3091754110045127E19	-5.9268177862852608E17	1.97937364587249664E17	4.5388546430814126E18	6.7447567182546862E18	2.23860333768972698E18	-2.03670908845214925E18	5.5327703423569101E17	1.4964549791734825E18	1.70958445054053581E18	2.09658849170083021E18	-1.15710280988832563E18	-1.0915575407583429E19	-9.5982857107170918E17	-1.02174317034340352E18	4.1830218940075213E18	-2.1177661250338816E16	-2.6417127502957773E18	1.75202573681164288E18	-5.8271625878291087E18	-3.4917674548398653E18	5.4792859048938045E18	-5.5079809593555026E18	-1.92979230288930406E18	-9.4148438779337114E17	-3.9324651842699264E18	-1.81866273852463514E18	-7.5715004019003884E18	5.4459569586768445E18	4.5826761600427622E17	-2.955615073688617E18	1.96420069464683315E18
8.136912715907072E15	-5.3314905440256E14	4.480603298725888E15	4.48973466763264E15	-3.431762352930816E15	-2.869638643843072E15	-3.654510094319616E15	-1.323922595250176E15	-6.704967935066112E15	4.029041979949056E15	4.5598325604352E15	1.384451972005888E15	-2.484806352896E15	-3.43816729001984E14	5.712630236839936E15	6.2204950872064E15	8.151763639074816E15	7.95518741512192E14	-7.09900179079168E14	4.827810602418176E15	-5.312480280576E14	-5.13971488555008E14	-3.409081167511552E15	9.83613076144128E14	-5.036389783568384E15	1.533521831133184E15	-7.96220633120768E14	-6.3691546427392E15	3.253370349420544E15	6.086584986238976E15	6.04508191195136E14	7.916672161677312E15	1.5942786532507648E16	-3.35174013288448E15	8.31261123805184E15	-4.270798172848128E15	2.652768296763392E15	-1.1378381979385856E16	-5.20068731502592E15	-7.462290391564288E15	2.180115198902272E15	-3.837706555621376E15	-7.691111753580544E15	-1.3833875985793024E16	-1.765245919952896E15	4.689066515759104E15	-5.151844946935808E15	-3.31572850982912E14	-1.1901259887935488E16	-4.730124255625216E15
